"GEO_ID","NAME","B01002_001E","B01002_001M","B01002_002E","B01002_002M","B01002_003E","B01002_003M"
"id","Geographic Area Name","Estimate!!Median age --!!Total:","Margin of Error!!Median age --!!Total:","Estimate!!Median age --!!Male","Margin of Error!!Median age --!!Male","Estimate!!Median age --!!Female","Margin of Error!!Median age --!!Female"
"1400000US53033010900","Census Tract 109, King County, Washington","43.0","2.9","44.8","4.5","39.6","3.0"
"1400000US53033011001","Census Tract 110.01, King County, Washington","37.6","3.7","36.9","7.4","38.1","3.9"
"1400000US53033011002","Census Tract 110.02, King County, Washington","34.9","4.7","30.6","3.7","39.3","2.6"
"1400000US53033011101","Census Tract 111.01, King County, Washington","36.8","2.1","36.3","2.2","37.3","4.9"
"1400000US53033011102","Census Tract 111.02, King County, Washington","36.1","3.6","34.0","6.6","37.2","3.6"
"1400000US53033011200","Census Tract 112, King County, Washington","37.8","4.5","40.9","10.7","34.4","4.1"
"1400000US53033011300","Census Tract 113, King County, Washington","39.5","3.6","36.0","5.3","42.5","4.9"
"1400000US53033011401","Census Tract 114.01, King County, Washington","34.1","2.6","29.4","2.3","38.9","4.2"
"1400000US53033011402","Census Tract 114.02, King County, Washington","37.1","4.6","39.0","5.4","35.0","5.1"
"1400000US53033011500","Census Tract 115, King County, Washington","39.7","1.6","40.1","1.8","38.9","3.0"
"1400000US53033011600","Census Tract 116, King County, Washington","45.7","1.9","47.1","2.7","44.4","2.4"
"1400000US53033011700","Census Tract 117, King County, Washington","43.5","4.1","40.8","5.3","47.7","4.6"
"1400000US53033011800","Census Tract 118, King County, Washington","37.8","4.2","34.8","4.7","39.6","2.5"
"1400000US53033011900","Census Tract 119, King County, Washington","41.1","4.9","44.3","4.2","34.8","6.3"
"1400000US53033012000","Census Tract 120, King County, Washington","40.2","3.5","38.5","2.5","41.3","3.5"
"1400000US53033012100","Census Tract 121, King County, Washington","48.2","1.6","46.5","4.6","48.8","1.6"
"1400000US53033020100","Census Tract 201, King County, Washington","52.0","2.4","50.8","2.0","55.4","2.3"
"1400000US53033020200","Census Tract 202, King County, Washington","47.4","4.7","45.8","5.5","49.0","4.7"
"1400000US53033020300","Census Tract 203, King County, Washington","37.0","4.5","36.9","4.5","37.1","7.0"
"1400000US53033020401","Census Tract 204.01, King County, Washington","39.3","2.1","39.0","3.2","39.7","2.5"
"1400000US53033020402","Census Tract 204.02, King County, Washington","37.7","5.1","41.4","2.7","36.1","4.2"
"1400000US53033020500","Census Tract 205, King County, Washington","40.0","3.5","38.8","3.4","40.7","3.8"
"1400000US53033020600","Census Tract 206, King County, Washington","41.9","1.6","42.0","2.2","41.6","1.7"
"1400000US53033020700","Census Tract 207, King County, Washington","39.4","4.1","39.7","4.1","39.2","7.1"
"1400000US53033020800","Census Tract 208, King County, Washington","48.9","1.4","48.2","2.9","49.7","2.8"
"1400000US53033020900","Census Tract 209, King County, Washington","43.6","5.0","39.9","4.2","47.5","6.0"
"1400000US53033021000","Census Tract 210, King County, Washington","41.4","3.0","39.9","3.5","43.6","4.8"
"1400000US53033021100","Census Tract 211, King County, Washington","38.3","3.4","37.9","3.2","40.0","4.7"
"1400000US53033021300","Census Tract 213, King County, Washington","44.9","3.2","46.7","4.8","42.7","3.8"
"1400000US53033021400","Census Tract 214, King County, Washington","44.3","2.3","42.7","3.0","45.6","2.1"
"1400000US53033021500","Census Tract 215, King County, Washington","46.0","3.1","46.0","5.3","45.9","3.7"
"1400000US53033021600","Census Tract 216, King County, Washington","41.9","2.4","41.6","1.8","42.8","4.4"
"1400000US53033021700","Census Tract 217, King County, Washington","36.7","1.5","37.3","2.6","36.1","2.3"
"1400000US53033021802","Census Tract 218.02, King County, Washington","32.8","1.9","31.3","3.0","34.3","2.8"
"1400000US53033021803","Census Tract 218.03, King County, Washington","40.6","2.6","41.1","4.8","40.3","3.7"
"1400000US53033021804","Census Tract 218.04, King County, Washington","35.3","4.3","35.4","5.7","35.2","6.4"
"1400000US53033021903","Census Tract 219.03, King County, Washington","38.3","4.2","37.4","5.2","39.4","5.1"
"1400000US53033021904","Census Tract 219.04, King County, Washington","37.1","1.6","36.7","1.7","38.1","3.4"
"1400000US53033021905","Census Tract 219.05, King County, Washington","36.2","2.1","35.2","2.7","38.3","2.0"
"1400000US53033021906","Census Tract 219.06, King County, Washington","37.1","2.6","34.3","3.7","37.9","1.5"
"1400000US53033022001","Census Tract 220.01, King County, Washington","43.8","5.8","37.1","7.9","47.9","4.4"
"1400000US53033022003","Census Tract 220.03, King County, Washington","36.4","1.8","35.1","2.1","39.2","3.8"
"1400000US53033022005","Census Tract 220.05, King County, Washington","32.3","2.1","30.8","1.9","35.1","3.3"
"1400000US53033022006","Census Tract 220.06, King County, Washington","41.7","3.5","41.0","5.8","41.9","3.1"
"1400000US53033022101","Census Tract 221.01, King County, Washington","41.9","3.3","38.7","3.9","44.3","2.6"
"1400000US53033022102","Census Tract 221.02, King County, Washington","39.6","1.3","39.6","3.4","39.6","1.3"
"1400000US53033022201","Census Tract 222.01, King County, Washington","37.9","2.8","37.3","4.4","38.5","2.2"
"1400000US53033022202","Census Tract 222.02, King County, Washington","35.7","2.0","34.5","2.0","36.5","2.7"
"1400000US53033022203","Census Tract 222.03, King County, Washington","41.6","2.5","39.9","3.7","42.3","2.5"
"1400000US53033022300","Census Tract 223, King County, Washington","48.8","3.0","49.6","5.1","48.0","4.8"
"1400000US53033022400","Census Tract 224, King County, Washington","39.0","1.9","37.5","2.4","39.9","2.2"
"1400000US53033022500","Census Tract 225, King County, Washington","40.4","2.9","40.7","2.3","38.6","5.1"
"1400000US53033022603","Census Tract 226.03, King County, Washington","36.1","2.6","34.7","2.3","37.8","3.1"
"1400000US53033022604","Census Tract 226.04, King County, Washington","37.6","2.4","35.8","3.6","39.4","3.0"
"1400000US53033022605","Census Tract 226.05, King County, Washington","32.3","1.1","32.6","1.1","31.5","2.2"
"1400000US53033022606","Census Tract 226.06, King County, Washington","37.5","1.6","37.9","2.1","37.1","2.8"
"1400000US53033022701","Census Tract 227.01, King County, Washington","39.1","2.5","43.4","6.5","36.8","3.4"
"1400000US53033022702","Census Tract 227.02, King County, Washington","36.0","2.6","37.0","3.0","34.1","5.5"
"1400000US53033022703","Census Tract 227.03, King County, Washington","37.2","3.2","37.6","3.8","36.8","3.7"
"1400000US53033022801","Census Tract 228.01, King County, Washington","32.9","1.1","32.7","1.2","33.5","2.2"
"1400000US53033022802","Census Tract 228.02, King County, Washington","35.8","1.4","35.0","1.3","37.1","2.4"
"1400000US53033022803","Census Tract 228.03, King County, Washington","33.4","1.9","33.9","2.5","32.9","2.1"
"1400000US53033022901","Census Tract 229.01, King County, Washington","45.4","3.1","43.7","2.5","46.9","3.3"
"1400000US53033022902","Census Tract 229.02, King County, Washington","40.5","2.7","38.5","2.8","42.0","2.4"
"1400000US53033023000","Census Tract 230, King County, Washington","41.3","2.3","38.3","2.4","43.2","1.3"
"1400000US53033023100","Census Tract 231, King County, Washington","43.1","2.5","42.3","3.9","44.0","2.8"
"1400000US53033023201","Census Tract 232.01, King County, Washington","31.8","1.4","30.6","1.9","33.1","1.5"
"1400000US53033023202","Census Tract 232.02, King County, Washington","36.2","2.3","34.1","2.1","38.0","3.5"
"1400000US53033023300","Census Tract 233, King County, Washington","39.0","4.5","35.8","5.7","42.5","4.4"
"1400000US53033023401","Census Tract 234.01, King County, Washington","37.8","3.3","37.9","3.8","37.4","4.6"
"1400000US53033023403","Census Tract 234.03, King County, Washington","40.8","2.1","39.6","1.4","44.8","5.8"
"1400000US53033023404","Census Tract 234.04, King County, Washington","38.8","2.0","37.9","4.2","39.0","2.6"
"1400000US53033023500","Census Tract 235, King County, Washington","39.8","2.0","37.5","2.1","40.7","1.6"
"1400000US53033023601","Census Tract 236.01, King County, Washington","37.7","2.2","38.2","2.5","36.0","4.8"
"1400000US53033023603","Census Tract 236.03, King County, Washington","32.5","1.4","32.5","1.8","32.5","3.5"
"1400000US53033023604","Census Tract 236.04, King County, Washington","37.7","3.9","35.8","4.2","40.0","3.2"
"1400000US53033023700","Census Tract 237, King County, Washington","38.8","2.0","35.0","3.2","42.3","2.2"
"1400000US53033023801","Census Tract 238.01, King County, Washington","35.0","3.4","34.9","2.9","35.7","6.4"
"1400000US53033023803","Census Tract 238.03, King County, Washington","33.0","1.3","32.0","0.9","34.5","3.2"
"1400000US53033023804","Census Tract 238.04, King County, Washington","34.4","1.5","33.6","1.9","35.5","2.3"
"1400000US53033023900","Census Tract 239, King County, Washington","44.5","1.7","41.5","3.5","45.8","1.6"
"1400000US53033024000","Census Tract 240, King County, Washington","40.2","2.2","37.2","2.9","43.6","2.3"
"1400000US53033024100","Census Tract 241, King County, Washington","47.2","1.2","46.9","1.7","47.5","1.4"
"1400000US53033024200","Census Tract 242, King County, Washington","46.8","1.1","47.0","1.7","46.7","1.4"
"1400000US53033024300","Census Tract 243, King County, Washington","46.2","2.9","46.3","4.5","46.2","3.6"
"1400000US53033024400","Census Tract 244, King County, Washington","38.7","2.6","35.9","4.2","41.6","6.7"
"1400000US53033024500","Census Tract 245, King County, Washington","46.0","1.6","45.2","2.2","46.8","2.1"
"1400000US53033024601","Census Tract 246.01, King County, Washington","48.0","1.5","47.6","2.5","48.2","1.5"
"1400000US53033024602","Census Tract 246.02, King County, Washington","46.0","2.3","44.4","4.4","46.6","2.4"
"1400000US53033024701","Census Tract 247.01, King County, Washington","39.9","2.8","39.3","5.6","40.3","3.6"
"1400000US53033024702","Census Tract 247.02, King County, Washington","44.7","2.1","41.6","4.7","46.3","1.4"
"1400000US53033024800","Census Tract 248, King County, Washington","36.8","5.4","32.3","3.8","39.6","2.7"
"1400000US53033024901","Census Tract 249.01, King County, Washington","46.2","1.1","45.5","1.5","46.5","1.4"
"1400000US53033024902","Census Tract 249.02, King County, Washington","42.2","2.9","38.8","4.9","42.8","1.6"
"1400000US53033024903","Census Tract 249.03, King County, Washington","44.8","2.4","44.9","3.1","44.6","3.2"
"1400000US53033025001","Census Tract 250.01, King County, Washington","39.0","1.8","39.8","3.3","38.3","1.6"
"1400000US53033025003","Census Tract 250.03, King County, Washington","40.1","3.7","39.6","3.6","40.6","6.6"
"1400000US53033025005","Census Tract 250.05, King County, Washington","39.7","1.8","39.7","3.2","39.7","1.8"
"1400000US53033025006","Census Tract 250.06, King County, Washington","38.5","2.2","36.8","2.8","39.4","4.4"
"1400000US53033025101","Census Tract 251.01, King County, Washington","35.6","3.9","32.8","5.6","38.7","3.5"
"1400000US53033025102","Census Tract 251.02, King County, Washington","36.2","1.1","36.9","2.2","35.1","2.8"
"1400000US53033025200","Census Tract 252, King County, Washington","37.4","1.3","37.1","1.5","37.7","3.7"
"1400000US53033025301","Census Tract 253.01, King County, Washington","37.3","2.5","39.0","3.8","35.2","4.9"
"1400000US53033025302","Census Tract 253.02, King County, Washington","42.0","3.0","37.6","9.6","45.4","4.1"
"1400000US53033025400","Census Tract 254, King County, Washington","34.3","2.4","34.2","3.0","34.4","5.6"
"1400000US53033025500","Census Tract 255, King County, Washington","35.1","2.2","33.8","5.0","36.1","2.8"
"1400000US53033025601","Census Tract 256.01, King County, Washington","38.0","1.9","36.0","3.8","39.7","2.3"
"1400000US53033025602","Census Tract 256.02, King County, Washington","40.9","2.7","40.8","2.9","41.1","5.0"
"1400000US53033025701","Census Tract 257.01, King County, Washington","33.2","3.1","35.2","3.7","32.4","2.7"
"1400000US53033025702","Census Tract 257.02, King County, Washington","40.4","3.1","34.5","4.8","44.4","1.7"
"1400000US53033025803","Census Tract 258.03, King County, Washington","31.4","1.6","31.4","1.7","31.6","4.3"
"1400000US53033025804","Census Tract 258.04, King County, Washington","38.5","4.6","35.8","4.2","42.2","6.2"
"1400000US53033025805","Census Tract 258.05, King County, Washington","35.5","2.0","35.4","2.4","35.6","2.2"
"1400000US53033025806","Census Tract 258.06, King County, Washington","34.7","1.0","36.0","5.4","34.1","2.9"
"1400000US53033026001","Census Tract 260.01, King County, Washington","45.0","1.8","47.4","4.7","41.8","4.7"
"1400000US53033026002","Census Tract 260.02, King County, Washington","32.8","2.1","28.1","4.8","35.1","2.7"
"1400000US53033026100","Census Tract 261, King County, Washington","33.6","2.4","33.3","2.1","35.2","6.1"
"1400000US53033026200","Census Tract 262, King County, Washington","36.4","3.0","37.3","5.2","35.3","3.9"
"1400000US53033026300","Census Tract 263, King County, Washington","40.1","7.2","36.1","8.7","41.4","5.1"
"1400000US53033026400","Census Tract 264, King County, Washington","36.3","5.1","37.0","2.7","32.6","10.4"
"1400000US53033026500","Census Tract 265, King County, Washington","33.8","2.7","33.2","2.3","35.0","4.1"
"1400000US53033026600","Census Tract 266, King County, Washington","38.8","3.4","36.6","3.1","40.5","1.3"
"1400000US53033026700","Census Tract 267, King County, Washington","37.0","2.7","36.9","2.2","38.5","4.9"
"1400000US53033026801","Census Tract 268.01, King County, Washington","34.8","3.1","37.1","3.8","33.0","5.5"
"1400000US53033026802","Census Tract 268.02, King County, Washington","37.5","4.1","37.8","4.3","37.3","5.1"
"1400000US53033027000","Census Tract 270, King County, Washington","40.6","3.0","38.5","3.7","43.9","4.6"
"1400000US53033027100","Census Tract 271, King County, Washington","35.4","3.9","34.3","4.7","36.5","6.4"
"1400000US53033027200","Census Tract 272, King County, Washington","35.1","3.5","35.7","4.1","34.0","6.4"
"1400000US53033027300","Census Tract 273, King County, Washington","34.8","1.8","36.3","1.5","33.6","3.6"
"1400000US53033027400","Census Tract 274, King County, Washington","39.5","2.8","37.4","3.0","42.1","3.0"
"1400000US53033027500","Census Tract 275, King County, Washington","39.9","3.3","38.7","2.0","42.7","5.3"
"1400000US53033027600","Census Tract 276, King County, Washington","37.5","2.8","34.8","5.6","42.0","4.0"
"1400000US53033027701","Census Tract 277.01, King County, Washington","51.6","3.7","51.6","7.6","51.5","4.1"
"1400000US53033027702","Census Tract 277.02, King County, Washington","56.2","3.6","54.1","3.8","57.9","4.1"
"1400000US53033027800","Census Tract 278, King County, Washington","55.2","4.8","47.8","8.6","57.1","2.1"
"1400000US53033027900","Census Tract 279, King County, Washington","37.9","3.3","38.5","3.6","37.5","4.7"
"1400000US53033028000","Census Tract 280, King County, Washington","33.6","2.1","34.4","3.6","33.0","3.1"
"1400000US53033028100","Census Tract 281, King County, Washington","32.7","2.6","32.3","3.4","33.0","3.4"
"1400000US53033028200","Census Tract 282, King County, Washington","32.4","3.1","32.0","4.4","32.6","4.2"
"1400000US53033028300","Census Tract 283, King County, Washington","38.3","3.0","37.2","3.3","40.1","3.8"
"1400000US53033028402","Census Tract 284.02, King County, Washington","33.5","1.1","31.7","2.8","36.2","3.2"
"1400000US53033028403","Census Tract 284.03, King County, Washington","41.7","3.2","38.4","7.7","42.5","2.9"
"1400000US53033028500","Census Tract 285, King County, Washington","34.5","2.3","36.0","2.6","33.2","3.4"
"1400000US53033028600","Census Tract 286, King County, Washington","50.8","2.8","48.6","4.1","52.3","3.0"
"1400000US53033028700","Census Tract 287, King County, Washington","42.0","4.2","39.9","2.8","45.1","4.5"
"1400000US53033028801","Census Tract 288.01, King County, Washington","40.3","3.8","36.7","6.0","43.6","5.7"
"1400000US53033028802","Census Tract 288.02, King County, Washington","30.7","1.7","30.9","4.0","30.3","2.9"
"1400000US53033028901","Census Tract 289.01, King County, Washington","48.5","3.6","47.2","4.9","50.7","8.5"
"1400000US53033028902","Census Tract 289.02, King County, Washington","30.9","4.0","30.6","4.6","32.1","4.9"
"1400000US53033029001","Census Tract 290.01, King County, Washington","47.7","4.2","46.5","1.4","50.6","6.1"
"1400000US53033029003","Census Tract 290.03, King County, Washington","39.9","7.7","35.1","9.3","41.6","7.3"
"1400000US53033029004","Census Tract 290.04, King County, Washington","28.6","3.6","30.1","5.8","26.9","4.1"
"1400000US53033029101","Census Tract 291.01, King County, Washington","37.4","2.6","35.7","4.8","38.2","4.8"
"1400000US53033029102","Census Tract 291.02, King County, Washington","38.8","2.5","38.6","4.7","38.8","1.8"
"1400000US53033029203","Census Tract 292.03, King County, Washington","33.4","3.8","32.2","2.7","38.5","3.4"
"1400000US53033029204","Census Tract 292.04, King County, Washington","27.7","2.7","28.3","0.9","25.4","4.5"
"1400000US53033029205","Census Tract 292.05, King County, Washington","36.3","3.5","32.3","4.0","39.8","2.7"
"1400000US53033029206","Census Tract 292.06, King County, Washington","30.8","2.9","29.7","1.9","34.0","6.1"
"1400000US53033029303","Census Tract 293.03, King County, Washington","40.1","3.3","35.0","3.4","45.8","4.1"
"1400000US53033029304","Census Tract 293.04, King County, Washington","40.6","3.8","39.5","4.0","42.1","4.7"
"1400000US53033029305","Census Tract 293.05, King County, Washington","40.4","4.9","36.2","5.9","44.2","3.7"
"1400000US53033029306","Census Tract 293.06, King County, Washington","41.7","3.3","39.7","5.7","42.3","3.5"
"1400000US53033029307","Census Tract 293.07, King County, Washington","39.8","2.8","39.2","1.8","42.1","4.3"
"1400000US53033029403","Census Tract 294.03, King County, Washington","33.9","2.8","31.4","1.4","39.1","5.8"
"1400000US53033029405","Census Tract 294.05, King County, Washington","39.3","1.9","38.7","3.0","41.0","4.3"
"1400000US53033029406","Census Tract 294.06, King County, Washington","37.6","1.1","35.4","2.8","41.5","3.3"
"1400000US53033029407","Census Tract 294.07, King County, Washington","31.5","2.5","31.1","3.0","32.2","4.3"
"1400000US53033029408","Census Tract 294.08, King County, Washington","36.3","1.6","36.1","5.2","36.4","2.5"
"1400000US53033029502","Census Tract 295.02, King County, Washington","35.6","2.3","34.8","3.7","37.2","2.7"
"1400000US53033029503","Census Tract 295.03, King County, Washington","31.5","2.0","31.4","3.9","31.6","2.1"
"1400000US53033029504","Census Tract 295.04, King County, Washington","32.4","2.6","28.7","1.7","34.9","4.2"
"1400000US53033029601","Census Tract 296.01, King County, Washington","33.6","3.5","34.2","4.0","33.4","4.3"
"1400000US53033029602","Census Tract 296.02, King County, Washington","39.1","1.9","38.2","4.2","39.9","4.1"
"1400000US53033029700","Census Tract 297, King County, Washington","38.0","6.1","34.1","2.3","41.2","4.0"
"1400000US53033029801","Census Tract 298.01, King County, Washington","32.8","1.9","33.1","3.3","32.6","2.8"
"1400000US53033029802","Census Tract 298.02, King County, Washington","37.6","3.5","33.7","6.5","40.7","3.1"
"1400000US53033029901","Census Tract 299.01, King County, Washington","35.2","3.9","33.6","4.0","36.4","6.0"
"1400000US53033029902","Census Tract 299.02, King County, Washington","44.2","2.5","44.9","2.7","42.9","3.6"
"1400000US53033030003","Census Tract 300.03, King County, Washington","37.5","4.6","38.6","5.1","35.7","5.7"
"1400000US53033030004","Census Tract 300.04, King County, Washington","28.1","3.2","25.9","5.5","30.3","3.6"
"1400000US53033030005","Census Tract 300.05, King County, Washington","31.7","3.0","31.6","2.1","32.7","5.4"
"1400000US53033030006","Census Tract 300.06, King County, Washington","39.8","4.4","35.2","2.8","46.2","4.3"
"1400000US53033030100","Census Tract 301, King County, Washington","42.4","8.6","41.4","12.3","42.7","7.3"
"1400000US53033030201","Census Tract 302.01, King County, Washington","37.8","5.4","38.5","5.5","37.0","6.9"
"1400000US53033030202","Census Tract 302.02, King County, Washington","34.5","3.9","33.5","4.9","37.3","4.5"
"1400000US53033030304","Census Tract 303.04, King County, Washington","35.2","3.9","35.7","4.4","34.6","5.3"
"1400000US53033030305","Census Tract 303.05, King County, Washington","44.3","2.7","43.2","5.3","45.4","4.8"
"1400000US53033030306","Census Tract 303.06, King County, Washington","38.8","3.1","38.6","5.0","38.8","6.5"
"1400000US53033030308","Census Tract 303.08, King County, Washington","32.8","3.2","31.8","4.3","35.2","4.5"
"1400000US53033030309","Census Tract 303.09, King County, Washington","36.0","3.6","34.8","3.3","38.6","6.3"
"1400000US53033030310","Census Tract 303.10, King County, Washington","35.3","2.0","32.6","3.6","36.5","3.5"
"1400000US53033030311","Census Tract 303.11, King County, Washington","35.9","2.7","31.9","2.2","40.5","3.0"
"1400000US53033030312","Census Tract 303.12, King County, Washington","33.2","2.8","32.8","4.5","33.5","3.3"
"1400000US53033030313","Census Tract 303.13, King County, Washington","36.3","4.8","39.8","6.7","33.2","4.1"
"1400000US53033030314","Census Tract 303.14, King County, Washington","47.2","4.4","45.6","8.8","49.1","3.6"
"1400000US53033030401","Census Tract 304.01, King County, Washington","38.2","5.6","38.6","6.3","35.6","7.1"
"1400000US53033030403","Census Tract 304.03, King County, Washington","46.8","1.8","43.3","3.5","50.6","3.3"
"1400000US53033030404","Census Tract 304.04, King County, Washington","40.7","2.9","39.4","3.7","41.8","3.6"
"1400000US53033030501","Census Tract 305.01, King County, Washington","49.1","8.0","43.1","8.6","52.6","7.2"
"1400000US53033030503","Census Tract 305.03, King County, Washington","38.4","2.4","36.6","4.4","40.4","7.6"
"1400000US53033030504","Census Tract 305.04, King County, Washington","35.5","5.4","32.5","7.1","39.9","3.0"
"1400000US53033030600","Census Tract 306, King County, Washington","38.6","3.0","39.5","4.4","37.4","3.0"
"1400000US53033030700","Census Tract 307, King County, Washington","37.5","4.9","33.9","3.6","43.1","7.0"
"1400000US53033030801","Census Tract 308.01, King County, Washington","31.5","7.0","35.3","4.7","25.7","3.1"
"1400000US53033030802","Census Tract 308.02, King County, Washington","36.3","2.7","36.2","3.7","36.3","4.1"
"1400000US53033030901","Census Tract 309.01, King County, Washington","31.5","1.4","30.6","1.6","33.1","4.2"
"1400000US53033030902","Census Tract 309.02, King County, Washington","30.0","2.1","30.6","2.2","29.8","2.4"
"1400000US53033031000","Census Tract 310, King County, Washington","37.5","2.3","37.8","2.6","37.4","4.8"
"1400000US53033031100","Census Tract 311, King County, Washington","38.0","3.2","36.1","4.1","39.5","5.1"
"1400000US53033031202","Census Tract 312.02, King County, Washington","42.3","4.4","43.5","5.8","41.3","5.2"
"1400000US53033031204","Census Tract 312.04, King County, Washington","47.7","2.6","47.5","3.2","48.1","4.2"
"1400000US53033031205","Census Tract 312.05, King County, Washington","28.5","3.0","27.6","1.1","31.4","4.0"
"1400000US53033031206","Census Tract 312.06, King County, Washington","27.7","5.1","25.0","7.3","31.9","6.6"
"1400000US53033031301","Census Tract 313.01, King County, Washington","46.0","3.7","46.5","5.7","45.7","4.7"
"1400000US53033031302","Census Tract 313.02, King County, Washington","36.8","1.2","37.5","2.4","36.4","1.6"
"1400000US53033031400","Census Tract 314, King County, Washington","42.2","3.6","39.0","6.2","45.7","4.6"
"1400000US53033031501","Census Tract 315.01, King County, Washington","41.8","4.4","42.7","7.4","41.4","6.4"
"1400000US53033031502","Census Tract 315.02, King County, Washington","47.1","3.3","43.1","7.0","48.5","3.0"
"1400000US53033031601","Census Tract 316.01, King County, Washington","41.4","3.7","40.0","4.9","43.4","4.4"
"1400000US53033031603","Census Tract 316.03, King County, Washington","37.1","3.8","38.2","2.6","34.5","4.7"
"1400000US53033031604","Census Tract 316.04, King County, Washington","33.9","2.1","32.2","2.9","35.1","1.8"
"1400000US53033031605","Census Tract 316.05, King County, Washington","42.6","5.5","43.4","11.0","42.5","3.0"
"1400000US53033031703","Census Tract 317.03, King County, Washington","46.9","4.3","47.4","10.6","46.3","3.8"
"1400000US53033031704","Census Tract 317.04, King County, Washington","35.7","2.6","37.3","2.3","33.8","3.6"
"1400000US53033031705","Census Tract 317.05, King County, Washington","40.9","2.2","40.6","3.1","41.1","2.5"
"1400000US53033031706","Census Tract 317.06, King County, Washington","37.1","1.8","34.0","6.6","39.6","3.8"
"1400000US53033031800","Census Tract 318, King County, Washington","48.9","3.5","50.6","3.7","46.6","4.7"
"1400000US53033031903","Census Tract 319.03, King County, Washington","41.8","2.1","41.4","2.0","42.9","3.1"
"1400000US53033031904","Census Tract 319.04, King County, Washington","43.8","2.1","44.7","2.1","43.5","2.4"
"1400000US53033031906","Census Tract 319.06, King County, Washington","45.5","2.4","44.7","3.0","46.7","4.0"
"1400000US53033031907","Census Tract 319.07, King County, Washington","37.4","1.7","36.1","3.3","38.1","3.0"
"1400000US53033031908","Census Tract 319.08, King County, Washington","35.9","3.2","35.9","3.5","35.9","5.3"
"1400000US53033031909","Census Tract 319.09, King County, Washington","42.0","2.5","41.5","6.2","42.1","3.6"
"1400000US53033032002","Census Tract 320.02, King County, Washington","43.4","3.4","43.6","4.8","42.8","5.1"
"1400000US53033032003","Census Tract 320.03, King County, Washington","42.2","2.6","40.2","3.5","44.8","5.9"
"1400000US53033032005","Census Tract 320.05, King County, Washington","40.3","3.3","39.0","6.0","40.8","3.2"
"1400000US53033032006","Census Tract 320.06, King County, Washington","41.3","2.2","40.6","5.0","41.6","3.2"
"1400000US53033032007","Census Tract 320.07, King County, Washington","41.9","5.8","40.5","4.6","44.4","6.3"
"1400000US53033032008","Census Tract 320.08, King County, Washington","38.9","2.5","38.9","3.1","38.8","3.6"
"1400000US53033032010","Census Tract 320.10, King County, Washington","36.6","1.9","36.4","2.2","36.7","3.0"
"1400000US53033032011","Census Tract 320.11, King County, Washington","36.2","1.8","36.3","3.0","36.2","2.5"
"1400000US53033032102","Census Tract 321.02, King County, Washington","44.5","3.2","43.6","3.1","45.6","4.6"
"1400000US53033032103","Census Tract 321.03, King County, Washington","36.2","4.1","35.8","5.1","36.4","4.6"
"1400000US53033032104","Census Tract 321.04, King County, Washington","44.4","2.3","44.6","2.3","43.9","4.5"
"1400000US53033032203","Census Tract 322.03, King County, Washington","38.8","1.3","39.9","3.6","38.3","1.3"
"1400000US53033032207","Census Tract 322.07, King County, Washington","42.1","3.2","41.8","5.0","42.1","3.3"
"1400000US53033032208","Census Tract 322.08, King County, Washington","43.3","2.0","41.1","2.6","44.7","1.9"
"1400000US53033032210","Census Tract 322.10, King County, Washington","35.0","1.6","34.5","2.5","35.3","1.9"
"1400000US53033032211","Census Tract 322.11, King County, Washington","39.1","1.2","38.2","1.8","40.1","2.2"
"1400000US53033032212","Census Tract 322.12, King County, Washington","36.5","1.3","37.6","2.2","36.0","3.1"
"1400000US53033032213","Census Tract 322.13, King County, Washington","43.6","1.8","43.4","1.9","44.0","2.6"
"1400000US53033032214","Census Tract 322.14, King County, Washington","38.3","1.6","40.1","2.1","37.4","1.6"
"1400000US53033032215","Census Tract 322.15, King County, Washington","39.6","2.6","39.3","2.9","39.7","3.5"
"1400000US53033032307","Census Tract 323.07, King County, Washington","42.0","2.4","41.5","4.9","42.3","3.4"
"1400000US53033032309","Census Tract 323.09, King County, Washington","30.9","0.5","30.7","0.6","31.0","0.8"
"1400000US53033032311","Census Tract 323.11, King County, Washington","45.6","2.3","45.2","2.3","46.0","5.3"
"1400000US53033032313","Census Tract 323.13, King County, Washington","34.1","1.5","33.8","2.8","34.1","1.2"
"1400000US53033032315","Census Tract 323.15, King County, Washington","47.0","2.8","46.9","3.5","47.1","3.4"
"1400000US53033032316","Census Tract 323.16, King County, Washington","41.7","1.3","43.6","2.5","40.3","2.0"
"1400000US53033032317","Census Tract 323.17, King County, Washington","39.1","2.8","40.0","4.0","38.5","2.7"
"1400000US53033032318","Census Tract 323.18, King County, Washington","37.0","1.3","36.5","2.4","37.2","1.4"
"1400000US53033032319","Census Tract 323.19, King County, Washington","35.7","2.5","34.9","3.7","37.1","4.3"
"1400000US53033032320","Census Tract 323.20, King County, Washington","45.8","1.3","46.5","1.5","45.1","4.5"
"1400000US53033032321","Census Tract 323.21, King County, Washington","40.9","0.9","41.3","0.9","40.3","1.4"
"1400000US53033032322","Census Tract 323.22, King County, Washington","44.1","1.6","44.3","3.2","44.0","1.7"
"1400000US53033032323","Census Tract 323.23, King County, Washington","39.4","2.1","38.1","3.9","40.6","2.9"
"1400000US53033032324","Census Tract 323.24, King County, Washington","34.8","1.1","33.0","3.0","35.8","4.2"
"1400000US53033032325","Census Tract 323.25, King County, Washington","34.1","2.3","33.5","2.5","35.0","3.1"
