tract_id,median_age
53033022202,35.7
53033022203,41.6
53033022300,48.8
53033022400,39.0
53033022500,40.4
53033022603,36.1
53033022604,37.6
53033022605,32.3
53033022606,37.5
53033022701,39.1
53033022702,36.0
53033022703,37.2
53033022801,32.9
53033022802,35.8
53033022803,33.4
53033022901,45.4
53033022902,40.5
53033023000,41.3
53033023100,43.1
53033023201,31.8
53033023202,36.2
53033023300,39.0
53033023401,37.8
53033023403,40.8
53033023404,38.8
53033023500,39.8
53033023601,37.7
53033023603,32.5
53033023604,37.7
53033023700,38.8
53033023801,35.0
53033023803,33.0
53033023804,34.4
53033023900,44.5
53033024000,40.2
53033024100,47.2
53033024200,46.8
53033024300,46.2
53033024400,38.7
53033024500,46.0
53033024601,48.0
53033024602,46.0
53033024701,39.9
53033024702,44.7
53033024800,36.8
53033024901,46.2
53033024902,42.2
53033024903,44.8
53033025001,39.0
53033025003,40.1
53033025005,39.7
53033025006,38.5
53033025101,35.6
53033025102,36.2
53033025200,37.4
53033025301,37.3
53033025302,42.0
53033025400,34.3
53033025500,35.1
53033025601,38.0
53033025602,40.9
53033025701,33.2
53033025702,40.4
53033025803,31.4
53033025804,38.5
53033025805,35.5
53033025806,34.7
53033026001,45.0
53033026002,32.8
53033026100,33.6
53033026200,36.4
53033026300,40.1
53033026400,36.3
53033026500,33.8
53033026600,38.8
53033026700,37.0
53033026801,34.8
53033026802,37.5
53033027000,40.6
53033027100,35.4
53033027200,35.1
53033027300,34.8
53033027400,39.5
53033027500,39.9
53033027600,37.5
53033027701,51.6
53033027702,56.2
53033027800,55.2
53033027900,37.9
53033028000,33.6
53033028100,32.7
53033028200,32.4
53033028300,38.3
53033028402,33.5
53033028403,41.7
53033028500,34.5
53033028600,50.8
53033028700,42.0
53033028801,40.3
53033028802,30.7
53033028901,48.5
53033028902,30.9
53033029001,47.7
53033029003,39.9
53033029004,28.6
53033029101,37.4
53033029102,38.8
53033029203,33.4
53033029204,27.7
53033029205,36.3
53033029206,30.8
53033029303,40.1
53033029304,40.6
53033029305,40.4
53033029306,41.7
53033029307,39.8
53033029403,33.9
53033029405,39.3
53033029406,37.6
53033029407,31.5
53033029408,36.3
53033029502,35.6
53033029503,31.5
53033029504,32.4
53033029601,33.6
53033029602,39.1
53033029700,38.0
53033029801,32.8
53033029802,37.6
53033029901,35.2
53033029902,44.2
53033030003,37.5
53033030004,28.1
53033030005,31.7
53033030006,39.8
53033030100,42.4
53033030201,37.8
53033030202,34.5
53033030304,35.2
53033030305,44.3
53033030306,38.8
53033030308,32.8
53033030309,36.0
53033030310,35.3
53033030311,35.9
53033030312,33.2
53033030313,36.3
53033030314,47.2
53033030401,38.2
53033030403,46.8
53033030404,40.7
53033030501,49.1
53033030503,38.4
53033030504,35.5
53033030600,38.6
53033030700,37.5
53033030801,31.5
53033030802,36.3
53033030901,31.5
53033030902,30.0
53033031000,37.5
53033031100,38.0
53033031202,42.3
53033031204,47.7
53033031205,28.5
53033031206,27.7
53033031301,46.0
53033031302,36.8
53033031400,42.2
53033031501,41.8
53033031502,47.1
53033031601,41.4
53033031603,37.1
53033031604,33.9
53033031605,42.6
53033031703,46.9
53033031704,35.7
53033031705,40.9
53033031706,37.1
53033031800,48.9
53033031903,41.8
53033031904,43.8
53033031906,45.5
53033031907,37.4
53033031908,35.9
53033031909,42.0
53033032002,43.4
53033032003,42.2
53033032005,40.3
53033032006,41.3
53033032007,41.9
53033032008,38.9
53033032010,36.6
53033032011,36.2
53033032102,44.5
53033032103,36.2
53033032104,44.4
53033032203,38.8
53033032207,42.1
53033032208,43.3
53033032210,35.0
53033032211,39.1
53033032212,36.5
53033032213,43.6
53033032214,38.3
53033032215,39.6
53033032307,42.0
53033032309,30.9
53033032311,45.6
53033032313,34.1
53033032315,47.0
53033032316,41.7
53033032317,39.1
53033032318,37.0
53033032319,35.7
53033032320,45.8
53033032321,40.9
53033032322,44.1
53033032323,39.4
53033032324,34.8
53033032325,34.1
53033032326,47.1
53033032327,65.7
53033032328,41.2
53033032329,36.7
53033032401,38.8
53033032402,40.0
53033032500,43.6
53033032601,42.6
53033032602,35.7
53033032702,40.4
53033032703,37.4
53033032704,39.9
53033032800,47.4
53033990100,-
53035080101,42.8
53035080102,30.6
53035080200,38.1
53035080300,39.7
53035080400,38.7
53035080500,37.2
53035080600,35.3
53035080700,51.3
53035080800,24.8
53035080900,37.1
53035081000,39.2
53035081100,39.5
53035081200,34.8
53035081400,22.4
53035090101,45.2
53035090102,54.5
53035090201,44.1
53035090202,39.7
53035090300,22.7
53035090400,40.3
53035090501,49.4
53035090502,41.4
53035090700,49.5
53035090800,50.8
53035090900,50.3
53035091000,50.5
53035091100,45.9
53035091201,36.8
53035091203,30.5
53035091204,38.1
53035091301,46.2
53035091302,47.1
53035091400,42.7
53035091500,36.9
53035091600,32.2
53035091700,36.0
53035091800,44.6
53035091900,36.9
53035092000,40.3
53035092100,37.0
53035092200,34.8
53035092300,34.3
53035092400,35.4
53035092500,41.8
53035092600,39.9
53035092701,44.9
53035092704,50.4
53035092801,38.1
53035092802,43.7
53035092803,42.4
53035092901,47.8
53035092902,41.7
53035940000,44.5
53035940100,47.6
53035990100,-
53037975100,47.1
53037975200,54.0
53037975300,42.3
53037975401,21.3
53037975402,41.6
53037975500,25.6
53037975600,27.8
53037975700,38.3
53039950100,47.4
53039950200,47.5
53039950300,45.4
53041970100,49.0
53041970200,52.2
53041970300,39.3
53041970400,36.2
53041970500,39.7
53041970600,39.2
53041970700,33.2
53041970800,34.3
53041970900,33.2
53041971000,34.2
53041971100,45.0
53041971200,48.7
53041971300,41.7
53041971400,45.9
53041971500,42.3
53041971600,45.3
53041971700,54.8
53041971800,45.4
53041971900,52.4
53041972000,58.0
53043960100,44.5
53043960200,49.1
53043960300,49.1
53043960400,49.5
53045940000,28.7
53045960100,63.7
53045960200,56.8
53045960300,45.3
53045960400,40.7
53045960500,58.7
53045960600,37.1
53045960700,34.0
53045960800,40.8
53045960900,35.6
53045961000,49.2
53045961100,53.1
53045961200,44.4
53045961300,47.7
53047940100,42.3
53047940200,35.9
53047970300,52.4
53047970400,43.0
53047970500,38.9
53047970600,41.1
53047970700,33.6
53047970800,32.4
53047970900,59.1
53047971000,52.3
53049950200,45.4
53049950300,51.2
53049950400,45.0
53049950500,50.3
53049950600,49.3
53049950700,61.6
53049950800,61.4
53049990100,-
53051970100,48.6
53051970200,51.7
53051970300,49.6
53051970400,51.6
53051970500,52.3
53053060200,34.9
53053060300,47.2
53053060400,44.0
53053060500,44.0
53053060600,34.4
53053060700,27.8
53053060800,36.4
53053060903,49.2
53053060904,40.8
53053060905,46.0
53053060906,44.3
53053061001,45.6
53053061002,40.9
53053061100,38.5
53053061200,36.6
53053061300,32.9
53053061400,36.0
53053061500,35.1
53053061601,41.2
53053061602,37.0
53053061700,33.0
53053061800,38.7
53053061900,45.6
53053062000,35.5
53053062300,34.0
53053062400,31.4
53053062500,33.5
53053062600,31.0
53053062801,28.3
53053062802,31.8
53053062900,33.2
53053063000,32.8
53053063100,39.2
53053063200,34.6
53053063300,31.6
53053063400,35.9
53053063501,37.8
53053063502,37.6
53053070100,36.6
53053070203,34.6
53053070204,42.6
53053070205,37.2
53053070206,42.7
53053070207,36.6
53053070307,39.2
53053070308,31.6
53053070309,40.2
53053070310,34.3
53053070311,32.7
53053070312,35.2
53053070313,39.4
53053070314,39.8
53053070315,36.8
53053070316,36.5
53053070401,45.3
53053070403,44.0
53053070404,34.2
53053070703,36.4
53053071100,48.8
53053071205,46.0
53053071206,37.5
53053071207,34.5
53053071208,37.8
53053071209,42.2
53053071210,42.3
53053071304,34.2
53053071305,40.5
53053071306,36.2
53053071307,34.5
53053071309,33.4
53053071310,34.7
53053071403,38.8
53053071406,33.7
53053071407,34.1
53053071408,38.5
53053071409,34.6
53053071410,31.6
53053071411,30.2
53053071503,45.2
53053071504,23.5
53053071505,39.1
53053071506,41.2
53053071601,35.7
53053071602,29.3
53053071703,30.5
53053071704,28.6
53053071705,34.9
53053071706,30.1
53053071707,35.8
53053071803,30.5
53053071805,30.7
53053071806,28.9
53053071807,31.4
53053071808,30.8
53053071901,43.9
53053071902,47.3
53053072000,30.1
53053072105,48.2
53053072106,33.9
53053072107,46.3
53053072108,40.3
53053072109,46.5
53053072111,41.3
53053072112,31.8
53053072305,40.5
53053072307,33.8
53053072308,40.0
53053072309,33.6
53053072310,36.2
53053072311,32.9
53053072312,34.7
53053072313,43.9
53053072405,45.7
53053072406,44.9
53053072407,44.3
53053072408,47.1
53053072409,45.8
53053072410,47.5
53053072503,47.7
53053072504,41.4
53053072505,46.7
53053072506,52.1
53053072507,58.5
53053072601,34.6
53053072602,52.3
53053072603,48.0
53053072800,31.7
53053072901,22.7
53053072903,23.4
53053072905,22.2
53053072906,22.6
53053072907,22.8
53053073001,42.9
53053073005,47.2
53053073006,45.9
53053073108,32.0
53053073110,41.0
53053073111,35.9
53053073113,32.4
53053073114,38.3
53053073115,40.1
53053073116,35.3
53053073117,43.2
53053073118,44.0
53053073119,47.8
53053073120,32.6
53053073121,38.2
53053073122,33.6
53053073123,39.2
53053073124,36.6
53053073125,32.3
53053073126,27.3
53053073200,40.8
53053073301,33.9
53053073302,35.9
53053073404,42.4
53053073405,36.8
53053073406,36.0
53053073407,39.4
53053073408,40.9
53053073500,41.4
53053940001,48.0
53053940002,36.3
53053940003,30.7
53053940004,47.0
53053940005,37.1
53053940006,26.9
53053940007,32.8
53053940008,36.9
53053940009,41.6
53053940010,38.6
53053940011,47.7
53055960100,57.5
53055960300,58.1
53055960400,42.2
53055960500,60.5
53055990100,-
53057940200,57.3
53057940300,53.6
53057940400,47.9
53057940500,41.4
53057940600,53.0
53057940700,51.2
53057940800,57.5
53057950100,63.8
53057950800,43.2
53057950900,40.3
53057951000,46.4
53057951100,50.3
53057951200,47.0
53057951300,39.6
53057951400,34.8
53057951500,35.0
53057951600,41.5
53057951700,38.2
53057951800,31.0
53057951900,49.8
53057952100,52.5
53057952200,32.7
53057952301,27.9
53057952302,33.8
53057952401,38.4
53057952402,44.5
53057952500,38.1
53057952600,41.6
53057952700,46.2
53057990100,-
53059950100,34.6
53059950200,52.6
53059950300,48.2
53059950400,50.1
53059950500,36.2
53061040100,33.1
53061040200,37.5
53061040300,38.4
53061040400,31.2
53061040500,36.2
53061040700,39.2
53061040800,38.2
53061040900,39.8
53061041000,42.6
53061041100,35.7
53061041201,36.8
53061041202,37.1
53061041301,46.7
53061041303,35.5
53061041304,46.3
53061041400,40.8
53061041500,36.5
53061041601,39.2
53061041605,37.0
53061041606,36.7
53061041607,39.8
53061041608,38.2
53061041701,34.5
53061041703,35.6
53061041704,35.8
53061041805,38.2
53061041806,30.1
53061041808,35.8
53061041809,31.3
53061041810,30.3
53061041811,34.2
53061041812,33.9
53061041901,36.7
53061041903,30.5
53061041904,34.4
53061041905,33.7
53061042001,46.3
53061042003,45.7
53061042004,39.6
53061042005,46.7
53061042006,38.3
53061050101,40.3
53061050102,39.1
53061050200,54.1
53061050300,48.4
53061050401,43.2
53061050402,43.0
53061050500,57.4
53061050600,49.1
53061050700,36.2
53061050800,42.3
53061050900,32.7
53061051000,37.0
53061051100,42.3
53061051200,36.9
53061051300,37.2
53061051400,37.2
53061051500,37.1
53061051601,36.6
53061051602,49.2
53061051701,39.3
53061051702,43.9
53061051802,37.7
53061051803,27.5
53061051804,33.2
53061051905,36.8
53061051912,45.1
53061051913,41.7
53061051914,46.8
53061051915,36.2
53061051916,37.6
53061051917,40.4
53061051918,41.0
53061051921,34.1
53061051922,34.6
53061051923,30.8
53061051924,34.0
53061051925,34.6
53061051926,39.0
53061051927,38.4
53061051928,30.9
53061052003,30.4
53061052004,39.8
53061052005,44.9
53061052006,39.9
53061052007,35.6
53061052104,32.9
53061052105,50.0
53061052107,35.9
53061052108,43.9
53061052112,47.2
53061052113,46.5
53061052114,40.0
53061052115,36.5
53061052118,37.3
53061052203,36.6
53061052204,32.2
53061052206,39.5
53061052207,39.0
53061052208,30.8
53061052209,35.7
53061052301,45.2
53061052302,43.6
53061052401,42.4
53061052402,36.5
53061052502,40.3
53061052503,34.5
53061052504,41.8
53061052603,37.5
53061052604,39.1
53061052605,39.5
53061052606,32.9
53061052607,36.8
53061052701,44.3
53061052705,38.1
53061052706,30.6
53061052707,35.3
53061052708,40.8
53061052709,37.5
53061052803,34.5
53061052804,41.5
53061052805,48.3
53061052806,32.6
53061052903,29.9
53061052904,37.7
53061052905,37.3
53061052906,39.2
53061053101,35.1
53061053102,44.1
53061053201,51.6
53061053202,50.5
53061053301,33.6
53061053302,44.7
53061053400,50.9
53061053504,39.7
53061053505,43.4
53061053506,48.2
53061053507,37.5
53061053508,38.8
53061053509,37.6
53061053602,41.9
53061053603,44.6
53061053604,39.4
53061053700,45.9
53061053801,43.2
53061053802,38.2
53061053803,49.0
53061940001,45.5
53061940002,44.8
53061990002,-
53061990100,-
53063000200,32.9
53063000300,33.8
53063000400,33.9
53063000500,38.8
53063000600,30.9
53063000700,36.1
53063000800,42.9
53063000900,39.0
53063001000,40.8
53063001100,39.1
53063001200,31.2
53063001300,33.6
53063001400,33.8
53063001500,36.2
53063001600,34.5
53063001800,39.8
53063001900,33.0
53063002000,34.6
53063002100,34.9
53063002300,40.9
53063002400,35.0
53063002500,21.5
53063002600,33.1
53063002900,34.0
53063003000,30.2
53063003100,35.9
53063003200,35.2
53063003500,49.5
53063003600,30.9
53063003800,35.5
53063003900,54.2
53063004000,31.2
53063004100,46.8
53063004200,42.9
53063004300,47.5
53063004400,38.7
53063004500,44.6
53063004601,50.5
53063004602,35.7
53063004700,38.8
53063004800,40.6
53063004900,42.6
53063005000,39.9
53063010100,50.2
53063010201,47.4
53063010202,44.6
53063010301,34.6
53063010303,48.8
53063010304,45.4
53063010305,41.3
53063010401,34.7
53063010402,47.8
53063010501,36.8
53063010503,44.1
53063010504,45.6
53063010601,45.5
53063010602,44.5
53063010700,37.9
53063010800,31.8
53063010900,21.9
53063011000,39.3
53063011101,39.9
53063011102,28.3
53063011201,37.3
53063011202,49.5
53063011300,38.8
53063011400,42.8
53063011500,39.6
53063011600,44.0
53063011701,41.6
53063011702,28.8
53063011800,39.1
53063011900,34.5
53063012000,38.0
53063012100,39.3
53063012200,38.6
53063012300,37.0
53063012401,45.2
53063012402,42.8
53063012500,35.4
53063012600,32.1
53063012701,41.1
53063012702,34.8
53063012801,38.2
53063012802,38.8
53063012901,36.8
53063012902,39.7
53063013000,38.4
53063013100,38.6
53063013201,41.8
53063013202,39.8
53063013300,44.9
53063013401,45.7
53063013500,41.5
53063013600,34.8
53063013700,35.1
53063013800,22.7
53063013900,37.3
53063014001,21.7
53063014002,24.7
53063014100,37.5
53063014200,43.0
53063014300,46.5
53063014400,34.5
53063014500,39.3
53065941000,33.7
53065950100,48.0
53065950200,44.4
53065950300,43.4
53065950500,38.5
53065950600,50.4
53065950700,46.6
53065950800,56.5
53065950900,55.0
53065951100,47.2
53065951300,43.8
53065951400,48.7
53067010100,39.9
53067010200,46.8
53067010300,35.1
53067010400,43.4
53067010510,41.4
53067010520,34.4
53067010600,32.4
53067010700,40.1
53067010800,42.0
53067010910,33.8
53067010920,42.6
53067011000,49.5
53067011100,39.0
53067011200,30.4
53067011300,45.5
53067011410,34.5
53067011420,36.3
53067011500,34.7
53067011610,39.8
53067011621,34.5
53067011622,34.8
53067011623,33.3
53067011624,38.6
53067011710,40.2
53067011720,41.2
53067011810,49.3
53067011821,42.8
53067011822,41.7
53067011900,47.8
53067012000,42.9
53067012100,52.5
53067012211,45.5
53067012212,41.7
53067012221,42.1
53067012222,41.5
53067012310,37.0
53067012320,45.8
53067012330,31.6
53067012411,33.1
53067012412,31.2
53067012420,46.9
53067012510,33.7
53067012520,50.3
53067012530,41.1
53067012610,48.4
53067012620,39.3
53067012710,40.6
53067012720,36.8
53067012730,41.1
53067990100,-
53069950100,55.1
53071920000,36.3
53071920100,44.3
53071920200,37.4
53071920300,35.5
53071920400,36.2
53071920500,27.3
53071920600,47.5
53071920701,39.4
53071920702,37.6
53071920801,33.1
53071920802,24.3
53071920900,40.8
53073000100,36.5
53073000200,38.3
53073000300,34.2
53073000400,41.9
53073000501,24.9
53073000502,34.3
53073000600,30.5
53073000700,32.6
53073000803,36.8
53073000804,43.1
53073000805,39.3
53073000806,40.1
53073000901,30.7
53073000902,43.5
53073001000,20.7
53073001100,50.8
53073001201,23.2
53073001202,56.0
53073010100,40.0
53073010200,34.2
53073010301,35.2
53073010302,45.9
53073010303,37.3
53073010401,41.6
53073010403,59.3
53073010404,47.1
53073010501,40.7
53073010502,38.2
53073010600,37.8
53073010701,41.6
53073010702,35.4
53073010900,61.3
53073011000,57.7
53073940000,37.3
53075000100,20.4
53075000200,28.7
53075000300,32.7
53075000400,35.3
53075000500,19.6
53075000600,22.4
53075000700,48.9
53075000800,47.7
53075000900,47.1
53075001000,42.0
53077000100,30.3
53077000200,26.0
53077000300,45.1
53077000400,48.8
53077000500,43.6
53077000600,26.2
53077000700,31.1
53077000800,43.5
53077000901,40.5
53077000902,36.6
53077001000,31.9
53077001100,35.6
53077001201,26.4
53077001202,28.7
53077001300,37.5
53077001400,32.6
53077001501,24.6
53077001502,23.7
53077001601,38.9
53077001602,40.2
53077001701,34.6
53077001702,32.9
53077001800,28.5
53077001901,23.2
53077001902,28.9
53077002001,24.2
53077002002,27.3
53077002101,25.9
53077002102,27.9
53077002200,37.4
53077002701,29.0
53077002801,42.0
53077002802,41.5
53077002900,35.6
53077003001,52.9
53077003002,44.6
53077003100,40.8
53077003200,33.9
53077003400,40.3
53077940001,31.8
53077940002,29.2
53077940003,31.9
53077940004,27.0
53077940005,27.9
53077940006,27.4
